Ticker,Amount,Volume,Profit,Consumed
HSS,267.33333333333326,534158.1088704907,-42727.01471759799,180.11938217116744
H,68254.46666666672,7068873.740893405,5689557.912950678,54663.833333333336
IND,183.09999999999994,752240.3174748678,310272.0329678188,163.16666666666663
INS,37076.79999999998,5202801.600111506,1387143.602186703,5798.666666666662
I,619.4000000000004,563973.0461033665,-88110.92176007063,470.09999999999974
KOM,8355.600000000002,6567736.443267348,-168575.4912289558,9290.166602991452
LBH,1243.8000000000009,5275207.954875221,1558698.9048726535,708.091893637227
LCR,43.16666666666667,74516.56889383816,-38912.1198461492,30.53333333333334
LC,197.66666666666666,1510776.6460254854,142588.33514174315,138.6325148862982
LDE,1243.766666666667,11848656.6851109,2365881.424968947,885.2498233618231
LDI,471.40000000000003,365859.1089850812,194135.41620833977,399.9999999999999
LIS,8.533333333333333,3312293.0430389945,-350114.2307967213,6.366666666666669
LIT,21.833333333333332,429486.42611683847,80210.66192181458,0
LOG,13.966666666666661,965916.719779333,238601.91547045592,0
LSE,758.2999999999998,6404270.5376075255,525830.8520348432,426.05555840455844
LTA,750.0666666666668,3175481.008390534,903926.9625111104,488.3491253561251
MAI,26196.800000000025,9043325.143811464,5938580.813496677,23145.696666666707
MB,196.4,1255075.725402355,-200545.98310285635,140.39999999999998
MCG,57890.00000000005,2052383.5361568457,609922.2107801032,0.0
MEA,4390.466666666666,27969393.456619803,7201406.138683382,4852.137948717948
MED,2124.2666666666655,2491792.5188987544,433375.6393011514,2340.1435059829064
MFK,4096.799999999998,1132462.9709100726,142526.465251955,1220.9999999999998
MGC,0.6,9504.79012917595,2069.488953435492,0
MG,8068.999999999999,598888.7783662272,185821.06982042175,8165.566666666675
MHL,461.59999999999974,2014169.7318824017,756182.3613400392,177.5834150047484
MHP,42.63333333333334,195456.6506786856,17059.30669053926,0
MPC,411.0,618679.998252,44264.518986024974,215.5
MTC,57.4,171413.42693146598,150289.66407919512,0
MTP,1770.5333333333335,4860952.987204304,3012797.2184470054,2195.233333333333
MUS,4807.066666666667,1107977.3767333697,193481.45109343785,4437.711627906987
MWF,211.33333333333331,53148.77352504233,-2808.559493687454,98.53333333333336
NAB,5313.333333333332,574089.7502774572,162286.49677400768,3961.2597222222234
NA,15192.733333333319,380028.4834364203,380028.4834364203,1762.7727777777773
NCS,73640.0,3342885.3649740396,2105439.351572514,53924.76666666668
NE,775.0000000000001,178900.53385303676,136734.86080387956,555.2666666666665
NFI,27600.0,426460.1746829026,167030.2426471361,23126.333333333336
NG,465.6666666666667,470638.66051656444,153144.3899191713,238.09999999999994
NR,35500.00000000001,13223454.654112244,2365264.3307636087,31783.33333333334
NST,110.26666666666665,210726.4745890169,95219.06419889013,69.3162574431491
NS,24545.600000000017,9799251.42867135,4986905.132975698,19504.48888888889
NUT,7907.599999999993,2512259.9688009317,1825483.6798733927,6026.841666666678
N,15315.599999999997,1670607.8057400684,1283727.4569856108,13692.466666666674
OLF,26.6,21373.357805624564,-16968.18749328692,0
OVE,23493.333333333332,2776584.5465821596,411422.82314000744,23796.86265015205
PCB,1081.166666666667,2304676.6269612173,393627.9890483454,832.8666666666666
PDA,319.9999999999998,945823.3608142484,308992.32384398096,90.05969108558372
PFE,462.33333333333337,329121.9134058362,104704.75498162083,0
PIB,59.466666666666676,70749.60208037827,19296.91371312006,34.00000000000001
POW,151.7,1370749.3745410342,334883.12055906904,99.83333333333337
PPA,552.9333333333329,158629.1451183107,74911.49725731478,442.6333333333334
PSH,69.36666666666667,701269.3688069759,256789.27934581976,0
PT,5552.600000000001,2969729.693406501,419402.32408591866,4645.083301495726
PWO,7270.666666666667,1885627.215609338,145677.84619836984,6960.6118304486845
RAD,80.73333333333336,768721.8339650884,-122689.31086532414,59.46666666666665
RAM,269.2,740410.9595546874,120659.67539956041,196.4
RBH,1021.0333333333336,17496173.096217707,3133300.3889605263,807.3793105413107
RCO,2333.933333333329,2690132.6530413823,546867.9909397177,2479.313333333334
RDE,227.33333333333334,6396340.824993007,540976.2268172717,91.69279772079774
REA,1993.3333333333333,1223717.63789811,-58548.65108111923,1728.7333333333336
RED,0.23333333333333334,11693.526426537937,2071.033545431586,0
REP,2319.466666666665,1574610.971537492,377077.0354801688,1858.0333482851433
RGO,239.8333333333333,458177.8861699756,81427.510864995,231.53333333333336
RG,3458.3333333333335,4619602.2108625,2085335.084380933,2396.1333333333323
ROM,184.3333333333333,622488.1377262059,1141.3426244533975,139.60000000000002
RSE,949.6000000000007,24753351.42715321,2738426.5412153536,765.6935327635323
RSH,24.76666666666667,603449.3589743591,-33399.015460208495,0
RSI,121.06666666666666,162463.81307298577,77277.63927581669,59.20000000000002
RTA,346.4666666666665,5848228.881103788,1275641.1269343167,244.82224216524213
SAR,115.69999999999999,3304303.7371325367,732184.74070755,104.99999999999999
SCN,619.7333333333336,1409627.217849749,731909.5840125567,308.6527596420194
SC,458.00000000000006,690451.1445567114,286953.0760976536,308.6527596420194
SDR,1.2333333333333334,90272.12241633334,16258.693604083102,0
SEA,3304.0,541748.622942305,181781.11150961666,0
SEN,2839.3333333333335,2075673.642563656,432753.8755956035,2128.383333333333
SFK,5305.066666666669,328185.9707499072,35011.21633514791,3389.143333333333
SF,593458.3333333335,9358961.221003814,3701078.965021158,0
SOI,1184.5333333333333,959249.4424411431,329565.12523476843,578.7933333333336
SOL,2151.6000000000004,2203581.2755050417,188017.7617621749,2135.1000000000004
SP,1058.0000000000002,3267089.3002129826,741801.7015677177,0
SRD,12.933333333333334,808195.6539930092,96392.35294529282,2.933333333333333
STS,1.2666666666666668,231763.7453219048,46706.32635888556,0
SUD,1.4,112545.26315789472,10563.145257657025,0
SWF,3802.0,895540.9828007477,508865.9388549707,3066.166666666667
S,781.4,141884.55107614785,77938.36219631617,316.16124999999994
TAC,0.5666666666666667,306000.0,230228.87408627346,0
TA,84.43333333333334,1270719.2889381358,531363.0990254846,54.50000000000001
TCL,3717.100000000001,10916926.215973264,3066486.85241356,3292.833333333331
TCS,255.40000000000003,897893.5900278006,264650.1649246128,107.93333333333337
TC,127.23333333333333,693960.5891518624,285210.5254717042,115.36666666666667
THF,3045.3333333333317,1288342.2517187363,593560.3293099564,2115.4333333333325
TPU,98.53333333333336,220852.37703510126,30753.099685703968,44.3
TRA,145.39999999999998,253788.97793425436,73565.19826779698,130.63333333333333
TRN,5005.333333333334,2195046.8421895234,869723.0052664215,3533.9280952380955
TRU,2876.4000000000005,1324202.7975775674,258843.76530372017,787.3438771604933
TSH,133.7,3885309.1528046858,363163.04215433635,0
VEG,18076.200000000063,5607237.632563618,3037285.6762499064,17979.7916666667
VG,288.66666666666674,672705.2925582877,165959.4581415388,180.11938217116744
VIT,170.00000000000003,140192.64794182903,66521.38881362106,28.866666666666674
WAL,1336.1333333333332,9584546.579398045,-2303244.0002012337,1258.6666666666672
WIN,668.6666666666666,4408731.933765959,665222.6614978639,693.1625641025641
WR,9.299999999999997,813734.4168900802,-512081.6077748455,8.533333333333333
WS,189.99999999999997,1313144.21967515,381823.59300910274,39.25812872157455
ZR,162.3333333333334,1956823.1123887503,733931.4650834398,120.93333333333332
