Company ID,Volume,Profit
4f36c8b51ec259996f8e761b45295e35,12222595.916014967,2901300.2122795107
4f8120bd3ea50c44a1f42bf499295d81,8191593.204566805,2482094.2779923533
c4024ee1112952148f4d630a823c8d53,2661646.5882116705,1069311.7764406179
fb414c261da85e7ed5db20c602723378,13236296.716929056,3081076.0372421634
9e13580d9b23b189f6d35d89b03a5b8a,29282028.59813766,7066098.7696876135
fdd40c89c07d75f4cb061bf57cf10746,8926961.050637262,3416285.3875230215
b0115468fbde7bef396734426f611939,13460382.97521219,3682998.6043104194
b5d66a715df5c05f064df75dc6105837,1806799.8562534861,677306.6575522824
f58f8bb1b5fc39e55584e9704590261f,3259420.3742936766,1109002.2785414625
f471bf7003ea3b343f09fda3b6706596,11336506.989989197,2898408.04517482
2310cf4ba70b6024934e0313295b0a13,13879110.914992396,3615184.3247538256
80c5e209a0d7287004e669f41a2005c8,5676360.650063597,1390656.0246644751
f412e3c0305c121aebc43ce8643418d8,2578195.184151596,972656.3003138709
d4d28d54de6e033441387ae90fabf9d3,4692429.70931915,1235614.3167477609
5b8ec6e0bfe321f0ed3a8db883775d20,4236256.5456132395,1351466.3838408876
582a9c467e54b4dba2059e4e814a9c16,4777722.879127485,1132710.35882775
d62fd9a40b4336fc0214d44e9ea59d7d,4376951.794708127,816240.5343452148
ab7c82eded919610b1763766dfe085ad,977937.6493834765,329990.2355881394
eaf2f8833656f98396fdc8909ad1d889,7774151.830382714,2221751.610154267
14670212b0d102490cf64e961153879b,2416743.116051425,780237.8874750838
c40a945d24f24a9a4b99b56620a050d6,2413579.0745003927,737690.4994226678
f2dba1e95d3f9bedd07a94dc875dbf2a,1663393.427138623,546520.7582485914
d2b11009b4d4d0f556e660ca8a54e638,7371707.778641512,1954381.3510328033
675a0035fe15141ff1d63aef1d6e446c,2773194.6280547143,662401.5702409837
b3194b1596867084bf57f9a82eb72937,2810708.8907773793,618732.0173984623
5d301439d040cbc46b5ae9687be23715,12875571.520567315,2665081.8710954245
88daf7bd9a16670dd20aa16fac3c6b58,8885876.23384846,2351221.4854276413
193ee337645482f51b9f29e837c848e9,1745459.8243518167,566256.1700931764
e92463b589437630dac3338fdd1a2bad,461111.5865652242,128657.74829732692
01dac9702c726e71417ab6d7a094aba5,51383.343492859996,19140.709643924187
f80b9991ca5049b3e08ffc5c72829d33,2897684.275635876,1005103.7008660295
0f7f731c774c298106289e11ceacf521,11908901.03350257,3225486.940661284
305e22ed200784515d038d95b296994a,4063934.044572965,1351216.3658637875
7437fdf13d3a8f8acdbc832bb0c941f2,6811659.149359539,1784873.7652460772
44369c71ad37430db9c0862a8f0c7894,2269040.335890577,760511.4443721708
e3b6f262373c0cc6250af10b98b77957,2040617.2616560326,643638.5586955107
3e4d94688a7cba2bfdc5864e131ae971,630240.629397232,234028.72307651755
27e70e204d9c9808e9614ccfc00828b9,7345190.238802466,2547427.41936932
68d282e10b2650dee8c75ff76cb16d38,17495530.987160213,5543184.335667134
55b06dc1cd1cf152418b8a502ca765ee,2583585.847137996,829676.0762300127
a00072c9882f36d7b02718d8597dd548,1418282.4402120984,423992.00189170154
1d4ed0f8acb4856efbee83d868f43032,3108224.5642613005,1065245.655656405
b3e3267c35bb0897556d798c8a0147ea,1102895.155149151,357901.68252933864
4e1042f9196185818ad8594c6be2a6f1,831473.6748155206,620209.5882172526
c90f900fdb96e63334df4f973c41f9b2,2748718.4518492213,849511.3327969407
c03f676e54378f5ec17fa98ef092733c,884826.7125365952,387371.24944765936
5519b12efe3f254da429961bcc060288,3884883.5845466373,1554503.1350888147
4b8cff61453212609a3500f6dadc54d4,1928267.6130280737,835753.2471005281
2457d9fee968aaeec38da52cbfbc1709,3082564.8915076163,964164.2667818865
d9d179abe63779b6c23e19b4c7f1c0df,3491433.140916987,1306053.4536156496
a6b514dcf8d59faac38eb2cc3ab804a5,284008.91906532075,117505.56934830517
54259cac80aed30082ceff98ffbe092f,1250297.8739617446,580259.6290533093
2d3ba6415f036360ff819a6310e740dd,4210582.812685727,1164570.972412411
2cbe4e918d62d41672cfccc8da8c4ae1,8041659.062881962,2388138.9323408594
b2f26a0d2f00f9486bcb052152f3adfc,1337363.284329769,423401.80486594356
ff3049304a99167fc4cc572f861b3d66,4710025.869639297,1282941.0389259171
6a54f60cf477b7cc5a9784e4b167605c,2016067.539001398,960776.003204245
aec7cf761e7ecdecb0ee303cbd64f832,1011861.8748777804,468569.80888005625
39063338e65e7e828a6a8fefcb8b2920,4167856.643872898,1717669.5079947952
6bf50f622b9aee9da31b4b13a922d0c3,3879614.007012117,1196341.3188723663
2c6b91c6179f37aaf877e3f3ea42c1b8,3569683.4917944204,1153999.8274786677
c8637be0c7d1aa45f210c50bea1c3b66,2589140.614926912,1251332.7860240866
57411cbc7666175b3691eb39711c0b73,3498742.875098252,1130432.6808117474
c181e259c25fff5812c2d524c5e19d76,761835.7859244241,232646.18181732233
3a49bb908324d6746cfc4e414b68490a,956017.23689275,427405.08721408335
0af9f34f52190a871349c9766c27d5e5,12004148.955289079,3379434.792064194
34fc2af8738a2c056a6ee4a1e0904d59,1453143.7030877008,505479.15014666016
8e5784a719098549443ee2f421142743,7605339.727429307,1818006.177485907
0e438faeca49d5541559f66d3955c847,9282541.692315323,2708173.66112061
60e1d76a94e0494d144ea00cda5699b7,309848.1418990132,102987.87493558036
3f4223d0988424350ca7f7aeef755850,1137863.793943653,531095.2834104759
a928e0c10978ddf71f60df70b9e7ce66,287743.62077005056,116439.81178815081
3c8d80836c3d4e37c1cc3d9c5517a698,146324.74773952417,114973.23440669222
e3c3528ccf5ddd43e03c8cf7f5575761,6295711.659458537,2150777.868851274
4e7a55b2a87093a386b61a5c566e7d88,1543708.3840235935,677437.2308217147
034b589f39c9203adde3ce37d4c8ed5f,1955083.6588549188,544320.6240314322
7a42b1382743550a69afb164045f18e2,3899787.9423313616,1403898.1707966572
a0b72b90e86da6238c7fa835495ebe2f,1917182.6067951769,752409.099011207
5286231aa6d545a3eb0208c017a7b7e2,3261786.6716172164,1004196.2663807345
45f8474a550d846a5452676d1a9b2d16,1684727.1756058452,673804.6620481856
5332b17fbd73a106d267b3929e131526,3295997.893926034,1033085.9269711754
0228740c38589a1f4299a36ce29ca417,4078846.1010451103,1508958.9998683827
f8a651f83f23d2b08c5932e859f76f86,1240865.5736765168,401215.4044705107
70fec0c14b6426b5db1fc1dfdd86b7a0,4941672.377518727,1406991.9927479962
c6e61a52153d5a0a9f4ae0750d5b29e4,1756557.5825870782,670585.7266444037
bc73d0bc32c540f393248f70231150b9,4380278.963668492,1402845.45394384
395858cb7de8b9c2857cc9bdc0e7c4ff,1413544.5615192845,408762.0559091419
906f3742073e1d8d46f4f207670dc524,1759225.6316708138,555823.8440692051
b224db4676bb1c2255a96e29e51f3fdc,1810553.7243128598,606109.6851599945
f4ade3ae41afc2e8173ecd9889fab43d,11015272.480609333,3029165.675303426
97acf2e15e0cf02559a1df8650977f33,2771505.4994815327,1045925.7536430022
e48e81c643bdf362fe8c7c9ca1cc74c3,211278.2161505623,78087.4232890785
765fdef88a7fa3f9aadc6594d1eab604,216088.00897506945,120264.34132425571
76e3ea6c3ca1de06e5074678f4b37644,246833.6220159798,99710.95106142182
0eae34a7f494447a553bc4cc8f3067c0,1507814.3946667616,419154.6983615099
d291e7ba83ee7cc84635653b98e17c2b,7294469.229030392,2484891.697763378
