Ticker,Amount,Volume,Profit,Consumed
AAR,29.299999999999994,333936.71636878443,-81371.27077699245,13.099999999999993
ABH,627.4666666666666,30597064.06400089,3522965.4903566544,39.8899715099715
ACS,13.599999999999996,2359845.3017248665,504574.4766815294,12.699999999999998
ADE,399.7333333333333,15670167.006660102,773417.3613114407,29.18552706552706
ADR,14.5,1039756.070545,246273.06946454654,6.8
ADS,9.766666666666662,1301994.3755490652,356413.1266576652,0
AEF,407.9333333333334,3113249.5476411986,1726074.6971893753,0
AEN,0.13333333333333333,237353.64397132615,186166.14026132546,0
AFP,2.7,81000.0,-652864.0267125228,2.4
AFR,31.433333333333334,579723.4198669139,126073.02713302296,20.799999999999994
AGS,0.5666666666666667,252160.54699569894,95318.41002418112,0
AHP,181.8666666666667,1799503.1102127542,-5616.602472490671,0
AIR,23.6,4696989.600384378,938331.2774604822,7.566666666666666
ALE,4130.6,5906534.12292831,2782785.848471453,3722.9898367521378
ALG,7645.600000000005,2659968.9653974017,1392561.110911137,6151.974418604654
ALO,42778.89999999998,8619785.557610875,6857935.862110138,43276.47016666661
AL,27303.766666666626,25524117.242243163,6326373.783825851,27211.980666666663
AMM,10987.233333333346,1140333.3668157388,536987.5209983255,10549.760000000002
ANZ,0.7333333333333333,0.0,-71325.80851680049,0.5333333333333333
APT,102.8,2064733.6368903243,798269.2411258449,0
ARP,1.0,9231.404958677685,3278.315270310359,0
AR,3041.433333333333,952491.0910554765,803823.5917857749,2035.6333333333332
ASE,462.3,17946549.399822,5492825.23548898,38.03230541310541
AST,927.4666666666666,1672081.111360154,-4956.093504252333,890.8666666666667
ATA,175.06666666666672,4884981.684492001,1557722.606161042,4.447121367521368
ATP,64.73333333333335,1704535.7920522594,171077.06714025483,69.83333333333334
AUO,1838.333333333334,1217894.7810476571,1116945.7298857623,1140.2000000000003
AU,760.1333333333334,2226068.5356299537,1029646.6957319082,793.2666666666669
AWF,10.500000000000002,61851.24018900119,1539.9351306685269,7.700000000000001
AWH,67.33333333333333,1711306.1565004466,803721.7777146559,0
BAC,288.0,757201.158873577,475821.09536696255,62.000000000000014
BAI,116.26666666666667,1457403.66055914,767911.807078618,99.09999999999998
BBH,2727.833333333328,6888949.49536016,1136134.0249915,1999.759138304165
BCO,5278.666666666669,3365254.0333881145,883368.2359599398,4461.9
BDE,2037.2000000000003,4683261.586879389,979782.3478926244,847.1684928625697
BEA,16779.80000000006,5360065.123925111,3391906.426232443,15106.552713178302
BER,2778.2666666666673,1315646.6368257646,1163082.692741601,3481.199999999998
BE,1740.599999999999,3716894.6077067982,500349.4608104686,1500.0666666666666
BFP,7.866666666666668,187803.29949320285,-32689.490237092985,5.2
